id,name,highway,oneway,lane_count,lane_source,estimated_road_width_m,maxspeed,surface,turn_lanes
way/1451675865,,footway,False,1,inferred,3.4,,,
way/1451675866,,footway,False,1,inferred,3.4,,,
way/1451738493,,footway,False,1,inferred,3.4,,,
way/1451738494,,footway,False,1,inferred,3.4,,,
way/1451738495,,footway,False,1,inferred,3.4,,,
way/1451738880,,footway,False,1,inferred,3.4,,,
way/1451740048,,footway,False,1,inferred,3.4,,,
way/1451742420,,footway,False,1,inferred,3.4,,,
way/1451742465,,footway,False,1,inferred,3.4,,,
way/1451762519,,footway,False,1,inferred,3.4,,,
way/1451762520,,footway,False,1,inferred,3.4,,,
way/1451762521,,footway,False,1,inferred,3.4,,,
way/1451762522,,footway,False,1,inferred,3.4,,,
way/1451762524,,footway,False,1,inferred,3.4,,,
way/1451762525,,footway,False,1,inferred,3.4,,,
way/1451762526,,footway,False,1,inferred,3.4,,,
way/1452456943,,footway,False,1,inferred,3.4,,,
way/1452456944,,footway,False,1,inferred,3.4,,,
way/1452456945,,footway,False,1,inferred,3.4,,,
way/1452456946,,footway,False,1,inferred,3.4,,,
way/1452456950,,footway,False,1,inferred,3.4,,,
way/1452456953,,footway,False,1,inferred,3.4,,,
way/1452456954,,footway,False,1,inferred,3.4,,,
way/1452476193,,footway,False,1,inferred,3.4,,,
way/1456303189,,footway,False,1,inferred,3.4,,,
way/1456303190,,footway,False,1,inferred,3.4,,,
way/1456303191,,footway,False,1,inferred,3.4,,,
way/1456303192,,footway,False,1,inferred,3.4,,,
way/1456303193,,footway,False,1,inferred,3.4,,,
way/1456303194,,footway,False,1,inferred,3.4,,,
way/1456303195,,footway,False,1,inferred,3.4,,,
way/1456303196,,footway,False,1,inferred,3.4,,,
way/1456303197,,footway,False,1,inferred,3.4,,,
way/1456303198,,footway,False,1,inferred,3.4,,,
way/1456303199,,footway,False,1,inferred,3.4,,,
way/1456303200,,footway,False,1,inferred,3.4,,,
way/1456303201,,footway,False,1,inferred,3.4,,,
way/1456303202,,footway,False,1,inferred,3.4,,,
way/1456303203,,footway,False,1,inferred,3.4,,,
way/1456303204,,footway,False,1,inferred,3.4,,,
way/1456303205,,footway,False,1,inferred,3.4,,,
way/1456303206,,footway,False,1,inferred,3.4,,,
way/1456304467,,footway,False,1,inferred,3.4,,,
way/1456304468,,footway,False,1,inferred,3.4,,,
way/1456304469,,footway,False,1,inferred,3.4,,,
way/1456304470,,footway,False,1,inferred,3.4,,,
way/1456304471,,footway,False,1,inferred,3.4,,,
way/1456304472,,footway,False,1,inferred,3.4,,,
way/1456304473,,footway,False,1,inferred,3.4,,,
way/1456304474,,footway,False,1,inferred,3.4,,,
way/1456304475,,footway,False,1,inferred,3.4,,,
way/1456312112,,footway,False,1,inferred,3.4,,,
way/1456312114,,footway,False,1,inferred,3.4,,,
way/1459002759,,service,False,1,inferred,3.4,,,
way/1459002760,,service,False,1,inferred,3.4,,,
way/1459002761,,service,False,1,inferred,3.4,,,
way/1459002762,,service,False,1,inferred,3.4,,,
way/1459002763,,service,False,1,inferred,3.4,,,
way/1459002764,,service,False,1,inferred,3.4,,,
way/1459002765,,service,False,1,inferred,3.4,,,
way/1459002766,,service,False,1,inferred,3.4,,,
way/1459002767,,service,False,1,inferred,3.4,,,
way/1459002768,,service,False,1,inferred,3.4,,,
way/1487395850,West 60th Street,tertiary,False,2,osm,6.8,,asphalt,
way/1510801891,,service,True,1,inferred,3.4,,,
way/1510801892,,service,True,1,inferred,3.4,,,
